Unlimited Data Plan,Account Length (in months),Intl Active,Intl Plan,State,Gender,Age,Under 30,Senior,Group,Demographics,Contract Type,Payment Method,Churn Category,Churn Reason,Total Customers,Churned Customers,Avg Monthly Charges,Avg Customer Service Calls,Avg Extra International Charges,Avg Extra Data Charges,Avg Monthly GB Download,Grouped Comsumtion
No,2,No,no,SC,Female,58,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,2,No,no,SC,Male,41,No,No,,Other,,,,,1,,12,1,0,0,0,Less than 5 GB
No,2,No,no,SD,Female,47,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,2,No,no,SD,Male,41,No,No,,Other,,,,,1,1,46,0,0,4,10,Between 5 and 10 GB
No,2,No,no,VA,Male,43,No,No,,Other,,,,,1,1,7,1,22.5,0,0,Less than 5 GB
No,2,No,no,VA,Male,53,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,2,No,no,WI,Male,78,No,Yes,No,Senior,Month-to-Month,Credit Card,Competitor,Competitor had better devices,1,1,49,0,0,22,2,Less than 5 GB
No,2,Yes,no,AZ,Male,36,No,No,,Other,,,,,1,,10,0,7.9,0,0,Less than 5 GB
No,2,Yes,no,CT,Male,22,Yes,No,,Under 30,,,,,1,,9,0,4.9,0,0,Less than 5 GB
No,2,Yes,no,CT,Male,57,No,No,,Other,,,,,1,,13,0,16.5,0,0,Less than 5 GB
No,2,Yes,no,DC,Male,48,No,No,,Other,,,,,1,,9,0,2.4,0,0,Less than 5 GB
No,2,Yes,no,DE,Female,31,No,No,,Other,,,,,1,1,23,0,176.6,10,5,Between 5 and 10 GB
No,2,Yes,no,DE,Female,61,No,No,,Other,,,,,1,,8,0,5.1,0,0,Less than 5 GB
No,2,Yes,no,DE,Male,41,No,No,,Other,,,,,1,,28,0,4.3,12,13,10 o more GB
No,2,Yes,no,ID,Female,23,Yes,No,,Under 30,,,,,1,1,10,4,4.8,0,0,Less than 5 GB
No,2,Yes,no,KS,Male,48,No,No,,Other,,,,,1,,14,2,6.4,0,0,Less than 5 GB
No,2,Yes,no,LA,Female,36,No,No,,Other,,,,,1,,9,0,2.9,0,0,Less than 5 GB
No,2,Yes,no,MO,Male,42,No,No,,Other,,,,,1,,52,0,4.2,6,10,Between 5 and 10 GB
No,2,Yes,no,MS,Male,45,No,No,,Other,,,,,1,1,22,2,6.6,6,6,Between 5 and 10 GB
No,2,Yes,no,MT,Female,33,No,No,,Other,,,,,1,,13,0,6.9,0,0,Less than 5 GB
No,2,Yes,no,NJ,Male,62,No,No,,Other,,,,,1,,9,0,5.3,0,0,Less than 5 GB
No,2,Yes,no,OH,Male,21,Yes,No,,Under 30,,,,,1,,9,0,5,0,0,Less than 5 GB
No,2,Yes,no,PA,Male,34,No,No,,Other,,,,,1,,8,2,13.6,0,0,Less than 5 GB
No,2,Yes,no,SC,Female,39,No,No,,Other,,,,,1,,9,0,13.4,0,0,Less than 5 GB
No,2,Yes,no,SD,Female,37,No,No,,Other,,,,,1,,12,0,5.5,0,0,Less than 5 GB
No,2,Yes,no,VT,Male,77,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,6,0,5,0,0,Less than 5 GB
No,2,Yes,no,WI,Female,64,No,No,,Other,,,,,1,1,12,3,4.7,0,0,Less than 5 GB
No,2,Yes,no,WV,Female,49,No,No,,Other,,,,,1,1,41,4,117.8,7,4,Less than 5 GB
No,2,Yes,no,WV,Male,40,No,No,,Other,,,,,1,1,12,5,13.5,0,0,Less than 5 GB
No,2,Yes,no,WY,Male,43,No,No,,Other,,,,,1,1,19,2,6.8,19,1,Less than 5 GB
No,2,Yes,yes,AR,Female,42,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,2,Yes,yes,IL,Male,32,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,2,Yes,yes,MA,Male,50,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,2,Yes,yes,MN,Male,60,No,No,,Other,,,,,1,,9,2,0,0,0,Less than 5 GB
No,2,Yes,yes,NC,Female,34,No,No,,Other,,,,,1,,13,0,0,0,0,Less than 5 GB
No,2,Yes,yes,SD,Male,24,Yes,No,,Under 30,,,,,1,,10,0,0,6,16,10 o more GB
No,2,Yes,yes,WY,Female,26,Yes,No,,Under 30,,,,,1,,22,2,0,5,14,10 o more GB
No,3,No,no,AK,Female,64,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,3,No,no,AR,Female,41,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,3,No,no,AR,Female,47,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,3,No,no,AR,Female,51,No,No,,Other,,,,,1,,5,0,0,0,0,Less than 5 GB
No,3,No,no,AZ,Female,61,No,No,,Other,,,,,1,1,45,1,0,5,8,Between 5 and 10 GB
No,3,No,no,AZ,Female,62,No,No,,Other,,,,,1,,43,0,0,20,9,Between 5 and 10 GB
No,3,No,no,CO,Male,45,No,No,,Other,,,,,1,,11,2,0,0,0,Less than 5 GB
No,3,No,no,CO,Male,59,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,3,No,no,CT,Female,23,Yes,No,,Under 30,,,,,1,,7,0,0,0,0,Less than 5 GB
No,3,No,no,CT,Female,62,No,No,,Other,,,,,1,,11,2,0,0,0,Less than 5 GB
No,3,No,no,DC,Female,32,No,No,,Other,,,,,1,1,49,5,0,4,5,Between 5 and 10 GB
No,3,No,no,DC,Male,22,Yes,No,,Under 30,,,,,1,,8,2,0,0,0,Less than 5 GB
No,3,No,no,GA,Male,59,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,3,No,no,HI,Female,55,No,No,,Other,,,,,1,,31,0,0,20,11,10 o more GB
No,3,No,no,IA,Female,35,No,No,,Other,,,,,1,,6,1,0,0,0,Less than 5 GB
No,3,No,no,IA,Female,56,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,3,No,no,KY,Female,28,Yes,No,,Under 30,,,,,1,,7,0,0,0,0,Less than 5 GB
No,3,No,no,KY,Male,25,Yes,No,,Under 30,,,,,1,,12,1,0,0,0,Less than 5 GB
No,3,No,no,LA,Male,21,Yes,No,,Under 30,,,,,1,,13,0,0,0,0,Less than 5 GB
No,3,No,no,MA,Female,73,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor made better offer,1,1,24,1,0,6,1,Less than 5 GB
No,3,No,no,MA,Male,35,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,3,No,no,ME,Female,38,No,No,,Other,,,,,1,,13,0,0,0,0,Less than 5 GB
No,3,No,no,MN,Female,29,Yes,No,,Under 30,,,,,1,,8,0,0,0,0,Less than 5 GB
No,3,No,no,MN,Female,66,No,Yes,No,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,38,0,0,33,7,Between 5 and 10 GB
No,3,No,no,MS,Male,27,Yes,No,,Under 30,,,,,1,,12,0,0,0,0,Less than 5 GB
No,3,No,no,NE,Male,43,No,No,,Other,,,,,1,1,41,2,0,5,5,Between 5 and 10 GB
No,3,No,no,NH,Male,29,Yes,No,,Under 30,,,,,1,,45,0,0,5,18,10 o more GB
No,3,No,no,NH,Male,36,No,No,,Other,,,,,1,1,47,1,0,3,2,Less than 5 GB
No,3,No,no,NM,Female,51,No,No,,Other,,,,,1,,46,0,0,0,2,Less than 5 GB
No,3,No,no,NM,Female,57,No,No,,Other,,,,,1,,10,1,0,0,0,Less than 5 GB
No,3,No,no,NV,Female,29,Yes,No,,Under 30,,,,,1,,8,0,0,0,0,Less than 5 GB
No,3,No,no,NV,Female,40,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,3,No,no,NV,Male,46,No,No,,Other,,,,,1,1,18,2,0,5,6,Between 5 and 10 GB
No,3,No,no,NV,Male,56,No,No,,Other,,,,,1,,6,0,0,0,0,Less than 5 GB
No,3,No,no,NY,Female,77,No,Yes,No,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,31,0,0,17,4,Less than 5 GB
No,3,No,no,OH,Female,32,No,No,,Other,,,,,1,1,41,4,0,6,12,10 o more GB
No,3,No,no,OH,Male,32,No,No,,Other,,,,,1,,9,2,0,0,0,Less than 5 GB
No,3,No,no,OR,Male,32,No,No,,Other,,,,,1,1,11,1,0,0,0,Less than 5 GB
No,3,No,no,SC,Female,25,Yes,No,,Under 30,,,,,1,,21,0,0,0,37,10 o more GB
No,3,No,no,UT,Female,58,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,3,No,no,VA,Male,37,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,3,No,no,WA,Male,45,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,3,No,no,WI,Female,21,Yes,No,,Under 30,,,,,1,1,34,5,0,8,14,10 o more GB
No,3,Yes,no,ID,Female,47,No,No,,Other,,,,,1,,9,0,6.8,0,0,Less than 5 GB
No,3,Yes,no,KY,Female,79,No,Yes,No,Senior,One Year,Credit Card,(blank),(blank),1,,39,0,5.9,4,7,Between 5 and 10 GB
No,3,Yes,no,KY,Male,26,Yes,No,,Under 30,,,,,1,,7,1,9.4,0,0,Less than 5 GB
No,3,Yes,no,KY,Male,50,No,No,,Other,,,,,1,,10,1,11.7,0,0,Less than 5 GB
No,3,Yes,no,MA,Male,29,Yes,No,,Under 30,,,,,1,,10,0,7.4,0,0,Less than 5 GB
No,3,Yes,no,MI,Female,40,No,No,,Other,,,,,1,1,10,1,11.7,0,0,Less than 5 GB
No,3,Yes,no,MI,Male,46,No,No,,Other,,,,,1,,40,0,16.8,10,5,Between 5 and 10 GB
No,3,Yes,no,MO,Female,26,Yes,No,,Under 30,,,,,1,1,7,0,13.6,0,0,Less than 5 GB
No,3,Yes,no,NC,Male,35,No,No,,Other,,,,,1,1,58,5,10,5,15,10 o more GB
No,3,Yes,no,NV,Female,37,No,No,,Other,,,,,1,1,10,0,9,0,0,Less than 5 GB
No,3,Yes,no,OR,Male,32,No,No,,Other,,,,,1,1,8,1,22.2,0,0,Less than 5 GB
No,3,Yes,no,SD,Female,39,No,No,,Other,,,,,1,,13,0,5.9,0,0,Less than 5 GB
No,3,Yes,no,SD,Female,46,No,No,,Other,,,,,1,1,16,4,3.2,11,6,Between 5 and 10 GB
No,3,Yes,no,TX,Female,36,No,No,,Other,,,,,1,,27,0,8.6,5,3,Less than 5 GB
No,3,Yes,no,UT,Female,22,Yes,No,,Under 30,,,,,1,,8,0,13.1,0,0,Less than 5 GB
No,3,Yes,no,WV,Female,56,No,No,,Other,,,,,1,,12,0,9.4,0,0,Less than 5 GB
No,3,Yes,no,WV,Male,48,No,No,,Other,,,,,1,,10,1,13.8,0,0,Less than 5 GB
No,3,Yes,yes,AL,Female,41,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,3,Yes,yes,ND,Female,20,Yes,No,,Under 30,,,,,1,,8,2,0,0,0,Less than 5 GB
No,3,Yes,yes,WY,Male,31,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,3,Yes,yes,WY,Male,65,No,Yes,No,Senior,Month-to-Month,Credit Card,(blank),(blank),1,,35,0,0,7,4,Less than 5 GB
No,4,No,no,AL,Male,23,Yes,No,,Under 30,,,,,1,,8,0,0,0,0,Less than 5 GB
No,4,No,no,CA,Female,45,No,No,,Other,,,,,1,1,16,0,0,26,9,Between 5 and 10 GB
No,4,No,no,FL,Female,55,No,No,,Other,,,,,1,,6,0,0,0,0,Less than 5 GB
No,4,No,no,IA,Female,70,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,28,0,0,17,1,Less than 5 GB
No,4,No,no,IA,Male,30,No,No,,Other,,,,,1,,11,1,0,0,0,Less than 5 GB
No,4,No,no,LA,Male,20,Yes,No,,Under 30,,,,,1,,8,0,0,0,0,Less than 5 GB
No,4,No,no,MD,Female,36,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,4,No,no,MI,Male,20,Yes,No,,Under 30,,,,,1,,8,0,0,0,0,Less than 5 GB
No,4,No,no,NE,Female,27,Yes,No,,Under 30,,,,,1,,16,0,0,0,0,Less than 5 GB
No,4,No,no,NE,Female,36,No,No,,Other,,,,,1,,15,0,0,0,0,Less than 5 GB
No,4,No,no,NH,Female,30,No,No,,Other,,,,,1,,42,0,0,6,1,Less than 5 GB
No,4,No,no,NH,Male,62,No,No,,Other,,,,,1,1,27,3,0,35,4,Less than 5 GB
No,4,No,no,NJ,Female,30,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,4,No,no,NY,Male,30,No,No,,Other,,,,,1,,11,2,0,0,0,Less than 5 GB
No,4,No,no,OH,Male,43,No,No,,Other,,,,,1,,39,0,0,4,1,Less than 5 GB
No,4,No,no,OR,Female,61,No,No,,Other,,,,,1,1,46,3,0,5,10,Between 5 and 10 GB
No,4,No,no,OR,Female,64,No,No,,Other,,,,,1,,10,1,0,0,0,Less than 5 GB
No,4,No,no,VA,Female,50,No,No,,Other,,,,,1,,13,1,0,0,0,Less than 5 GB
No,4,No,no,VT,Male,27,Yes,No,,Under 30,,,,,1,,7,2,0,0,0,Less than 5 GB
No,4,No,no,WI,Male,23,Yes,No,,Under 30,,,,,1,,9,0,0,0,0,Less than 5 GB
No,4,No,yes,DE,Female,38,No,No,,Other,,,,,1,1,9,4,0,0,0,Less than 5 GB
No,4,No,yes,MI,Female,22,Yes,No,,Under 30,,,,,1,1,41,5,0,19,30,10 o more GB
No,4,Yes,no,AL,Male,25,Yes,No,,Under 30,,,,,1,1,27,1,4.8,17,12,10 o more GB
No,4,Yes,no,AL,Male,47,No,No,,Other,,,,,1,1,20,4,15.4,6,4,Less than 5 GB
No,4,Yes,no,AR,Female,39,No,No,,Other,,,,,1,1,14,4,10.3,0,0,Less than 5 GB
No,4,Yes,no,GA,Male,45,No,No,,Other,,,,,1,1,50,1,15.4,20,2,Less than 5 GB
No,4,Yes,no,ID,Female,21,Yes,No,,Under 30,,,,,1,1,34,4,25,27,14,10 o more GB
No,4,Yes,no,KS,Male,32,No,No,,Other,,,,,1,,7,0,8.7,0,0,Less than 5 GB
No,4,Yes,no,NH,Male,28,Yes,No,,Under 30,,,,,1,,13,2,14.8,0,0,Less than 5 GB
No,4,Yes,no,NH,Male,35,No,No,,Other,,,,,1,,9,0,26.8,0,0,Less than 5 GB
No,4,Yes,no,NJ,Male,42,No,No,,Other,,,,,1,,8,1,13.4,0,0,Less than 5 GB
No,4,Yes,no,NY,Male,51,No,No,,Other,,,,,1,1,44,0,7.9,5,6,Between 5 and 10 GB
No,4,Yes,no,RI,Female,21,Yes,No,,Under 30,,,,,1,,17,0,18.8,7,15,10 o more GB
No,4,Yes,no,RI,Male,19,Yes,No,,Under 30,,,,,1,,13,0,9.6,0,0,Less than 5 GB
No,4,Yes,no,SD,Female,50,No,No,,Other,,,,,1,,9,0,7.8,0,0,Less than 5 GB
No,4,Yes,no,TX,Female,29,Yes,No,,Under 30,,,,,1,1,33,2,29.6,26,26,10 o more GB
No,4,Yes,no,UT,Female,33,No,No,,Other,,,,,1,,7,0,9.8,0,0,Less than 5 GB
No,4,Yes,no,VA,Female,33,No,No,,Other,,,,,1,1,11,5,74.7,0,0,Less than 5 GB
No,4,Yes,yes,CO,Male,57,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,4,Yes,yes,CT,Male,28,Yes,No,,Under 30,,,,,1,,8,0,0,0,0,Less than 5 GB
No,4,Yes,yes,KS,Male,44,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,4,Yes,yes,MA,Male,75,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor offered more data,1,1,27,4,0,13,5,Between 5 and 10 GB
No,4,Yes,yes,MI,Female,57,No,No,,Other,,,,,1,,15,0,0,5,1,Less than 5 GB
No,4,Yes,yes,MN,Male,57,No,No,,Other,,,,,1,,6,0,0,0,0,Less than 5 GB
No,4,Yes,yes,MT,Male,58,No,No,,Other,,,,,1,,21,0,0,7,1,Less than 5 GB
No,4,Yes,yes,NC,Female,34,No,No,,Other,,,,,1,,11,1,0,0,0,Less than 5 GB
No,4,Yes,yes,ND,Male,62,No,No,,Other,,,,,1,,16,0,0,0,0,Less than 5 GB
No,5,No,no,AL,Female,26,Yes,No,,Under 30,,,,,1,,9,0,0,0,0,Less than 5 GB
No,5,No,no,CO,Female,71,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,10,0,0,0,0,Less than 5 GB
No,5,No,no,CO,Male,35,No,No,,Other,,,,,1,,47,1,0,4,5,Between 5 and 10 GB
No,5,No,no,CO,Male,37,No,No,,Other,,,,,1,,6,0,0,0,0,Less than 5 GB
No,5,No,no,CT,Male,28,Yes,No,,Under 30,,,,,1,,13,0,0,0,0,Less than 5 GB
No,5,No,no,DC,Female,60,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,5,No,no,DC,Male,60,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,5,No,no,HI,Female,48,No,No,,Other,,,,,1,,33,0,0,6,13,10 o more GB
No,5,No,no,ID,Male,33,No,No,,Other,,,,,1,1,40,5,3.1,17,10,Between 5 and 10 GB
No,5,No,no,IL,Male,43,No,No,,Other,,,,,1,,13,1,0,0,0,Less than 5 GB
No,5,No,no,LA,Female,33,No,No,,Other,,,,,1,1,35,0,0,3,4,Less than 5 GB
No,5,No,no,MA,Female,56,No,No,,Other,,,,,1,,8,1,0,0,0,Less than 5 GB
No,5,No,no,MA,Female,64,No,No,,Other,,,,,1,1,44,4,0,13,14,10 o more GB
No,5,No,no,MA,Male,21,Yes,No,,Under 30,,,,,1,,10,0,0,0,0,Less than 5 GB
No,5,No,no,ME,Female,65,No,Yes,No,Senior,Month-to-Month,Credit Card,Competitor,Competitor made better offer,1,1,45,0,0,5,12,10 o more GB
No,5,No,no,MI,Female,32,No,No,,Other,,,,,1,,7,2,0,0,0,Less than 5 GB
No,5,No,no,MI,Female,61,No,No,,Other,,,,,1,,12,0,0,0,0,Less than 5 GB
No,5,No,no,MI,Male,26,Yes,No,,Under 30,,,,,1,,7,0,0,0,0,Less than 5 GB
No,5,No,no,NC,Male,33,No,No,,Other,,,,,1,1,11,1,0,0,0,Less than 5 GB
No,5,No,no,NE,Female,40,No,No,,Other,,,,,1,,30,0,0,4,8,Between 5 and 10 GB
No,5,No,no,NM,Female,40,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,5,No,no,NM,Female,58,No,No,,Other,,,,,1,,10,1,0,0,0,Less than 5 GB
No,5,No,no,NV,Female,43,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,5,No,no,OH,Female,60,No,No,,Other,,,,,1,,6,0,0,0,0,Less than 5 GB
No,5,No,no,OK,Female,72,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor made better offer,1,1,33,0,0,5,3,Less than 5 GB
No,5,No,no,TX,Female,34,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,5,No,no,UT,Female,60,No,No,,Other,,,,,1,,31,0,0,4,7,Between 5 and 10 GB
No,5,No,no,VT,Female,59,No,No,,Other,,,,,1,,17,0,0,23,5,Between 5 and 10 GB
No,5,No,no,WA,Female,53,No,No,,Other,,,,,1,,12,0,0,0,0,Less than 5 GB
No,5,No,no,WA,Female,64,No,No,,Other,,,,,1,,9,2,0,0,0,Less than 5 GB
No,5,No,yes,NE,Male,43,No,No,,Other,,,,,1,,13,2,0,0,0,Less than 5 GB
No,5,Yes,no,AL,Female,34,No,No,,Other,,,,,1,,9,1,13.8,0,0,Less than 5 GB
No,5,Yes,no,AZ,Female,38,No,No,,Other,,,,,1,1,35,3,28.3,7,1,Less than 5 GB
No,5,Yes,no,AZ,Male,29,Yes,No,,Under 30,,,,,1,1,8,5,22.4,0,0,Less than 5 GB
No,5,Yes,no,CO,Male,30,No,No,,Other,,,,,1,,11,1,12.6,0,0,Less than 5 GB
No,5,Yes,no,DE,Male,32,No,No,,Other,,,,,1,,9,0,11.7,0,0,Less than 5 GB
No,5,Yes,no,IL,Female,63,No,No,,Other,,,,,1,,7,0,32,0,0,Less than 5 GB
No,5,Yes,no,KS,Female,26,Yes,No,,Under 30,,,,,1,1,40,1,7.8,6,21,10 o more GB
No,5,Yes,no,MA,Male,29,Yes,No,,Under 30,,,,,1,,6,0,14.3,0,0,Less than 5 GB
No,5,Yes,no,MN,Female,33,No,No,,Other,,,,,1,,9,0,5.3,0,0,Less than 5 GB
No,5,Yes,no,NV,Female,47,No,No,,Other,,,,,1,,7,0,13.7,0,0,Less than 5 GB
No,5,Yes,no,OH,Female,52,No,No,,Other,,,,,1,1,28,2,8.5,13,1,Less than 5 GB
No,5,Yes,no,OH,Male,38,No,No,,Other,,,,,1,1,24,3,79.3,5,7,Between 5 and 10 GB
No,5,Yes,no,OK,Male,59,No,No,,Other,,,,,1,1,34,4,12.5,6,1,Less than 5 GB
No,5,Yes,no,TN,Female,61,No,No,,Other,,,,,1,1,8,2,283.6,0,0,Less than 5 GB
No,5,Yes,no,UT,Male,56,No,No,,Other,,,,,1,,10,0,9.6,0,0,Less than 5 GB
No,5,Yes,no,WA,Male,69,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,11,2,15.5,0,0,Less than 5 GB
No,5,Yes,no,WI,Male,34,No,No,,Other,,,,,1,,13,0,20,0,0,Less than 5 GB
No,5,Yes,no,WY,Male,45,No,No,,Other,,,,,1,,11,2,8,0,0,Less than 5 GB
No,5,Yes,yes,DC,Female,84,No,Yes,No,Senior,Two Year,Credit Card,(blank),(blank),1,,26,0,0,10,14,10 o more GB
No,5,Yes,yes,NC,Female,49,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,5,Yes,yes,WI,Female,60,No,No,,Other,,,,,1,,10,2,0,0,0,Less than 5 GB
No,6,No,no,AL,Male,38,No,No,,Other,,,,,1,,9,3,0,0,0,Less than 5 GB
No,6,No,no,AR,Male,60,No,No,,Other,,,,,1,,7,0,0,0,0,Less than 5 GB
No,6,No,no,CT,Female,21,Yes,No,,Under 30,,,,,1,,26,0,0,4,13,10 o more GB
No,6,No,no,KS,Male,62,No,No,,Other,,,,,1,,12,0,0,0,0,Less than 5 GB
No,6,No,no,MA,Female,59,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,6,No,no,ME,Male,26,Yes,No,,Under 30,,,,,1,,10,0,0,0,0,Less than 5 GB
No,6,No,no,ME,Male,57,No,No,,Other,,,,,1,,5,0,0,0,0,Less than 5 GB
No,6,No,no,MT,Female,32,No,No,,Other,,,,,1,,22,0,0,0,10,Between 5 and 10 GB
No,6,No,no,NC,Female,37,No,No,,Other,,,,,1,,6,0,0,0,0,Less than 5 GB
No,6,No,no,NH,Male,24,Yes,No,,Under 30,,,,,1,,9,1,0,0,0,Less than 5 GB
No,6,No,no,NJ,Male,51,No,No,,Other,,,,,1,1,7,2,0,0,0,Less than 5 GB
No,6,No,no,NM,Male,44,No,No,,Other,,,,,1,1,47,2,0,4,5,Between 5 and 10 GB
No,6,No,no,OK,Female,32,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,6,No,no,SC,Male,80,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,35,0,0,13,4,Less than 5 GB
No,6,No,no,TN,Female,22,Yes,No,,Under 30,,,,,1,,13,0,0,0,0,Less than 5 GB
No,6,No,no,TX,Female,33,No,No,,Other,,,,,1,,13,0,0,0,0,Less than 5 GB
No,6,No,no,VT,Male,43,No,No,,Other,,,,,1,,28,0,0,4,2,Less than 5 GB
No,6,No,no,WA,Female,24,Yes,No,,Under 30,,,,,1,,24,2,0,0,26,10 o more GB
No,6,No,no,WI,Male,47,No,No,,Other,,,,,1,,9,1,0,0,0,Less than 5 GB
No,6,No,no,WV,Female,46,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,6,No,yes,SD,Female,68,No,Yes,No,Senior,Month-to-Month,Credit Card,(blank),(blank),1,,10,0,0,0,0,Less than 5 GB
No,6,Yes,no,CO,Female,39,No,No,,Other,,,,,1,,10,0,10.2,0,0,Less than 5 GB
No,6,Yes,no,ID,Male,53,No,No,,Other,,,,,1,,8,0,20.4,0,0,Less than 5 GB
No,6,Yes,no,ID,Male,72,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor made better offer,1,1,43,1,10.7,0,4,Less than 5 GB
No,6,Yes,no,IN,Male,36,No,No,,Other,,,,,1,,10,1,32.7,0,0,Less than 5 GB
No,6,Yes,no,KS,Female,80,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor offered more data,1,1,29,0,16.6,11,7,Between 5 and 10 GB
No,6,Yes,no,NM,Male,51,No,No,,Other,,,,,1,1,61,1,23.6,6,6,Between 5 and 10 GB
No,6,Yes,no,NY,Male,45,No,No,,Other,,,,,1,,5,0,30.6,0,0,Less than 5 GB
No,6,Yes,no,OR,Male,34,No,No,,Other,,,,,1,1,28,1,20.1,6,5,Between 5 and 10 GB
No,6,Yes,yes,KY,Male,24,Yes,No,,Under 30,,,,,1,,8,0,0,0,0,Less than 5 GB
No,6,Yes,yes,ME,Male,36,No,No,,Other,,,,,1,,28,0,0,16,3,Less than 5 GB
No,6,Yes,yes,NM,Female,25,Yes,No,,Under 30,,,,,1,,44,0,0,34,8,Between 5 and 10 GB
No,6,Yes,yes,WI,Female,44,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,7,No,no,AK,Female,53,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,7,No,no,AZ,Male,29,Yes,No,,Under 30,,,,,1,,9,0,0,0,0,Less than 5 GB
No,7,No,no,DC,Female,29,Yes,No,,Under 30,,,,,1,1,7,3,23.6,0,0,Less than 5 GB
No,7,No,no,ID,Male,45,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,7,No,no,KS,Female,31,No,No,,Other,,,,,1,,12,0,0,0,0,Less than 5 GB
No,7,No,no,KY,Female,26,Yes,No,,Under 30,,,,,1,,11,0,0,0,0,Less than 5 GB
No,7,No,no,LA,Male,58,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,7,No,no,ME,Male,43,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,7,No,no,MN,Male,30,No,No,,Other,,,,,1,,9,0,0,0,0,Less than 5 GB
No,7,No,no,MS,Male,52,No,No,,Other,,,,,1,,8,0,0,0,0,Less than 5 GB
No,7,No,no,MT,Male,50,No,No,,Other,,,,,1,,10,0,0,0,0,Less than 5 GB
No,7,No,no,NE,Male,31,No,No,,Other,,,,,1,1,28,1,6.1,5,9,Between 5 and 10 GB
No,7,No,no,NJ,Female,58,No,No,,Other,,,,,1,,11,0,0,0,0,Less than 5 GB
No,7,No,no,NV,Male,59,No,No,,Other,,,,,1,1,63,3,0,5,1,Less than 5 GB
No,7,No,no,RI,Female,65,No,Yes,No,Senior,Month-to-Month,Credit Card,(blank),(blank),1,,23,0,0,0,5,Between 5 and 10 GB
No,7,No,no,TN,Female,47,No,No,,Other,,,,,1,,24,0,0,6,3,Less than 5 GB
No,7,No,no,TX,Female,24,Yes,No,,Under 30,,,,,1,,29,0,0,10,30,10 o more GB
No,7,No,no,VT,Male,23,Yes,No,,Under 30,,,,,1,1,30,5,0,6,36,10 o more GB
No,7,No,no,VT,Male,68,No,Yes,No,Senior,One Year,Paper Check,(blank),(blank),1,,12,1,0,0,0,Less than 5 GB
